movieId,title,Year,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed),tmdbId,vote_average,vote_count,popularity,revenue,budget,runtime,rating
74,Bed of Roses (1996),1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20927.0,5.8,108,9.188,19030691,0,87,4.0
75,Big Bully (1996),1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36929.0,4.6,69,11.641,2042530,15000000,90,2.2
76,Screamers (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9102.0,6.2,490,30.953,5781885,20000000,108,3.4
77,Nico Icon (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,124626.0,7.2,9,4.836,0,0,70,4.0
78,"Crossing Guard, The (1995)",1995,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,27526.0,6.0,234,25.514,0,0,111,3.333333333333333
79,"Juror, The (1996)",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9623.0,5.551,340,31.448,22754725,44000000,118,2.764705882352941
80,"White Balloon, The (Badkonake sefid) (1995)",1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46785.0,7.5,79,14.398,0,0,85,4.0
81,Things to Do in Denver When You're Dead (1995),1995,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,400.0,6.513,344,36.359,529766,8000000,116,3.107142857142857
82,Antonia's Line (Antonia) (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,880.0,7.054,112,20.447,0,900000,102,3.875
83,Once Upon a Time... When We Were Colored (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146599.0,5.3,3,6.702,0,0,115,3.0
85,Angels and Insects (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8447.0,6.5,43,12.113,0,0,118,3.857142857142857
86,White Squall (1996),1996,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10534.0,6.284,327,31.948,10300000,38000000,129,3.966666666666667
87,Dunston Checks In (1996),1996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17414.0,5.4,207,23.505,0,16000000,88,2.5
88,Black Sheep (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13997.0,5.978,370,32.152,32000000,0,87,3.15625
89,Nick of Time (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2086.0,6.179,653,44.625,8175346,33000000,90,3.25
92,Mary Reilly (1996),1996,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9095.0,5.787,291,30.964,12379402,47000000,104,2.625
93,Vampire in Brooklyn (1995),1995,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12158.0,5.037,531,24.162,19800000,14000000,100,2.833333333333333
94,Beautiful Girls (1996),1996,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9283.0,6.6,326,18.296,0,0,112,3.95
95,Broken Arrow (1996),1996,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9208.0,6.039,1378,51.578,150300000,50000000,108,3.023809523809524
96,In the Bleak Midwinter (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40154.0,7.1,34,11.77,0,0,99,3.5
97,"Hate (Haine, La) (1995)",1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,406.0,8.087,3685,49.393,15300000,2600000,98,3.9
99,Heidi Fleiss: Hollywood Madam (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63076.0,6.6,14,4.791,0,0,106,5.0
100,City Hall (1996),1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11062.0,5.901,252,29.523,0,0,111,2.7857142857142856
101,Bottle Rocket (1996),1996,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13685.0,6.727,968,12.7,1040879,7000000,91,3.782608695652174
102,Mr. Wrong (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47475.0,4.0,50,13.446,0,0,96,2.4
103,Unforgettable (1996),1996,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2045.0,5.6,94,19.085,0,18000000,106,3.0
104,Happy Gilmore (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9614.0,6.626,2448,43.038,41205099,12000000,92,3.4393939393939394
105,"Bridges of Madison County, The (1995)",1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,688.0,7.695,1965,67.761,182016617,24000000,135,3.282608695652174
106,Nobody Loves Me (Keiner liebt mich) (1994),1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11907.0,6.3,29,8.197,0,0,104,4.0
107,Muppet Treasure Island (1996),1996,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10874.0,6.642,356,18.339,34300000,31000000,100,3.326923076923077
108,Catwalk (1996),1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89333.0,7.4,7,5.186,0,0,95,4.0
110,Braveheart (1995),1995,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,197.0,7.936,9479,81.28,213216216,72000000,177,4.031645569620253
111,Taxi Driver (1976),1976,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,103.0,8.155,11312,72.576,28600000,1900000,114,4.105769230769231
112,Rumble in the Bronx (Hont faan kui) (1995),1995,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33542.0,6.817,930,44.909,32392047,7500000,104,3.5434782608695654
113,Before and After (1996),1996,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43566.0,5.9,169,25.76,8797839,35000000,108,3.333333333333333
116,Anne Frank Remembered (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51352.0,8.2,18,7.123,1,0,117,3.9
117,"Young Poisoner's Handbook, The (1995)",1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16934.0,6.6,45,16.282,0,0,99,3.0
118,If Lucy Fell (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10324.0,5.0,42,15.62,2420162,5000000,92,2.5
119,"Steal Big, Steal Little (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78406.0,4.3,18,6.805,6278139,25000000,113,3.0
121,"Boys of St. Vincent, The (1992)",1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32119.0,7.1,36,14.892,204540,0,93,4.0
122,Boomerang (1992),1992,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066.0,5.669,522,44.157,70100000,40000000,117,2.65625
123,Chungking Express (Chung Hing sam lam) (1994),1994,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11104.0,8.001,1576,52.858,0,160000,103,4.375
125,Flirting With Disaster (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074.0,6.2,223,11.763,14702438,7000000,92,3.583333333333333
126,"NeverEnding Story III, The (1994)",1994,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27793.0,4.4,350,32.221,0,17000000,95,2.0
128,Jupiter's Wife (1994),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,290157.0,7.1,7,1.536,0,0,87,3.0
129,Pie in the Sky (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110972.0,6.6,12,1.618,0,0,95,2.0
132,Jade (1995),1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11863.0,5.4,242,24.039,9851610,50000000,95,2.833333333333333
135,Down Periscope (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9101.0,6.3,403,43.61,37553585,0,92,2.9516129032258065
137,Man of the Year (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5757.0,3.1,6,4.698,209935,0,86,3.0
140,Up Close and Personal (1996),1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9302.0,6.3,200,27.376,0,60000000,119,3.5
141,"Birdcage, The (1996)",1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000.0,7.041,1030,48.232,185300000,31000000,119,3.494186046511628
144,"Brothers McMullen, The (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16388.0,5.9,78,16.846,0,0,98,3.333333333333333
145,Bad Boys (1995),1995,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9737.0,6.792,5831,74.356,141400000,19000000,119,3.2450980392156863
146,"Amazing Panda Adventure, The (1995)",1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30765.0,5.645,83,15.382,7506759,0,84,3.333333333333333
147,"Basketball Diaries, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10474.0,7.39,1825,65.929,2381087,2000000,102,3.466666666666667
148,"Awfully Big Adventure, An (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22279.0,6.2,46,12.009,851545,4000000,113,5.0
149,Amateur (1994),1994,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,30157.0,6.4,79,7.543,0,0,105,2.0
150,Apollo 13 (1995),1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,568.0,7.448,5052,47.52,355237933,52000000,140,3.845771144278607
151,Rob Roy (1995),1995,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,11780.0,6.728,575,37.422,31596911,28000000,139,3.5454545454545454
152,"Addiction, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34996.0,6.5,236,21.918,0,0,82,1.5
153,Batman Forever (1995),1995,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414.0,5.41,4837,73.477,336529144,100000000,121,2.916058394160584
154,Beauty of the Day (Belle de jour) (1967),1967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,649.0,7.4,793,18.785,0,0,101,3.875
155,Beyond Rangoon (1995),1995,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1873.0,6.6,76,28.833,14700000,23000000,100,2.4166666666666665
156,Blue in the Face (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5894.0,6.6,142,12.453,1300000,2000000,83,3.333333333333333
157,Canadian Bacon (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1775.0,5.7,196,21.913,178104,11000000,91,2.863636363636364
158,Casper (1995),1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8839.0,6.31,4333,90.763,287928194,50000000,100,2.806451612903226
159,Clockers (1995),1995,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,20649.0,6.759,291,16.772,13100000,25000000,128,2.892857142857143
160,Congo (1995),1995,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10329.0,5.5,802,46.288,152022101,50000000,109,2.8771929824561404
161,Crimson Tide (1995),1995,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8963.0,7.165,1597,36.662,157387195,53000000,116,3.6359223300970873
162,Crumb (1994),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26564.0,7.6,223,19.659,3174695,0,119,4.205882352941177
163,Desperado (1995),1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8068.0,6.923,2634,31.177,25405445,7000000,104,3.560606060606061
164,Devil in a Blue Dress (1995),1995,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,8512.0,6.376,344,22.511,16140822,27000000,102,3.321428571428572
165,Die Hard: With a Vengeance (1995),1995,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1572.0,7.257,5675,75.091,366101666,90000000,128,3.555555555555556
166,"Doom Generation, The (1995)",1995,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13552.0,6.3,216,18.942,284785,800000,83,2.833333333333333
168,First Knight (1995),1995,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6520.0,6.066,1098,29.897,127600435,55000000,134,3.083333333333333
169,Free Willy 2: The Adventure Home (1995),1995,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9073.0,5.9,546,42.403,30000000,31000000,95,2.4
170,Hackers (1995),1995,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10428.0,6.335,1167,68.489,7563728,20000000,107,3.2285714285714286
171,Jeffrey (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17447.0,6.3,56,8.184,3487767,0,92,3.8333333333333335
172,Johnny Mnemonic (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9886.0,5.748,1240,50.035,19075720,25000000,97,2.679245283018868
173,Judge Dredd (1995),1995,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9482.0,5.778,2210,56.718,113493481,90000000,96,2.669354838709677
174,Jury Duty (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19326.0,4.5,102,22.162,17014653,0,88,2.7
175,Kids (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9344.0,6.864,1028,42.654,20412216,1500000,91,3.975
176,Living in Oblivion (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9071.0,7.191,256,16.982,1148752,500000,90,4.307692307692308
177,Lord of Illusions (1995),1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8973.0,6.0,289,25.452,0,0,119,2.75
178,Love & Human Remains (1993),1993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15730.0,5.9,37,9.388,0,0,100,1.0
179,Mad Love (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47608.0,5.074,95,14.77,15453274,0,95,1.5
180,Mallrats (1995),1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293.0,6.8,1145,36.479,2122561,6000000,94,3.4027777777777777
181,Mighty Morphin Power Rangers: The Movie (1995),1995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9070.0,5.805,645,41.725,66400000,15000000,96,2.264705882352941
183,Mute Witness (1994),1994,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,48787.0,6.3,118,22.082,0,0,95,3.5
184,Nadja (1994),1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34574.0,5.7,44,10.125,0,0,93,3.5
